device_type,cpu,consumption,delta,fps,pixel,in_time
Laptop,55,22,68,20,720,False
Laptop,54,22,70,20,720,False
Laptop,53,22,70,20,720,False
Laptop,54,22,70,20,720,False
Laptop,53,22,69,20,720,False
Laptop,54,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,52,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,56,22,68,20,720,False
Laptop,53,22,68,20,720,False
Laptop,52,22,68,20,720,False
Laptop,56,22,69,20,720,False
Laptop,56,22,68,20,720,False
Laptop,51,22,68,20,720,False
Laptop,55,22,68,20,720,False
Laptop,55,22,67,20,720,False
Laptop,52,22,67,20,720,False
Laptop,56,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,53,22,68,20,720,False
Laptop,53,22,68,20,720,False
Laptop,53,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,56,22,68,20,720,False
Laptop,53,22,67,20,720,False
Laptop,54,22,68,20,720,False
Laptop,55,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,53,22,67,20,720,False
Laptop,55,22,68,20,720,False
Laptop,55,22,68,20,720,False
Laptop,50,22,68,20,720,False
Laptop,53,22,70,20,720,False
Laptop,54,22,68,20,720,False
Laptop,54,22,67,20,720,False
Laptop,53,22,68,20,720,False
Laptop,55,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,55,22,69,20,720,False
Laptop,52,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,57,22,69,20,720,False
Laptop,54,22,70,20,720,False
Laptop,54,22,71,20,720,False
Laptop,54,22,73,20,720,False
Laptop,54,22,71,20,720,False
Laptop,51,22,68,20,720,False
Laptop,55,22,69,20,720,False
Laptop,52,22,69,20,720,False
Laptop,52,22,69,20,720,False
Laptop,55,22,69,20,720,False
Laptop,54,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,53,22,68,20,720,False
Laptop,56,22,70,20,720,False
Laptop,52,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,54,22,70,20,720,False
Laptop,53,22,69,20,720,False
Laptop,55,22,69,20,720,False
Laptop,53,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,56,22,68,20,720,False
Laptop,53,22,68,20,720,False
Laptop,53,22,68,20,720,False
Laptop,56,22,68,20,720,False
Laptop,52,22,68,20,720,False
Laptop,53,22,68,20,720,False
Laptop,57,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,52,22,68,20,720,False
Laptop,55,22,68,20,720,False
Laptop,53,22,68,20,720,False
Laptop,52,22,68,20,720,False
Laptop,55,22,67,20,720,False
Laptop,53,22,66,20,720,False
Laptop,52,22,68,20,720,False
Laptop,56,22,68,20,720,False
Laptop,53,22,68,20,720,False
Laptop,53,22,68,20,720,False
Laptop,54,22,69,20,720,False
Laptop,53,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,55,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,52,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,52,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,53,22,68,20,720,False
Laptop,53,22,67,20,720,False
Laptop,55,22,68,20,720,False
Laptop,53,22,68,20,720,False
Laptop,53,22,69,20,720,False
Laptop,52,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,52,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,52,22,68,20,720,False
Laptop,54,22,69,20,720,False
Laptop,55,22,68,20,720,False
Laptop,53,22,68,20,720,False
Laptop,52,22,69,20,720,False
Laptop,54,22,68,20,720,False
Laptop,54,22,68,20,720,False
Laptop,53,22,69,20,720,False
Laptop,55,22,69,20,720,False
Laptop,52,22,69,20,720,False
Laptop,53,22,69,20,720,False
Laptop,53,22,69,20,720,False
Laptop,52,22,68,20,720,False
Laptop,53,22,68,20,720,False
Laptop,55,22,69,20,720,False
Laptop,54,22,69,20,720,False
Laptop,54,22,69,20,720,False
Laptop,55,22,69,20,720,False
Laptop,52,22,69,20,720,False
Laptop,52,22,69,20,720,False
Laptop,54,22,69,20,720,False
Laptop,52,22,68,20,720,False
Laptop,52,22,69,20,720,False
Laptop,55,22,69,20,720,False
Laptop,52,22,69,20,720,False
Laptop,53,22,69,20,720,False
Laptop,57,22,69,20,720,False
Laptop,54,22,69,20,720,False
Laptop,54,22,69,20,720,False
Laptop,54,22,68,20,720,False
Laptop,52,22,69,20,720,False
Laptop,68,23,65,25,720,False
Laptop,54,22,70,25,720,False
Laptop,54,22,70,25,720,False
Laptop,54,22,70,25,720,False
Laptop,53,22,71,25,720,False
Laptop,53,22,70,25,720,False
Laptop,56,22,67,25,720,False
Laptop,55,22,67,25,720,False
Laptop,52,22,66,25,720,False
Laptop,55,22,67,25,720,False
Laptop,54,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,55,22,67,25,720,False
Laptop,55,22,66,25,720,False
Laptop,53,22,66,25,720,False
Laptop,55,22,67,25,720,False
Laptop,54,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,56,22,67,25,720,False
Laptop,52,22,67,25,720,False
Laptop,54,22,67,25,720,False
Laptop,55,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,55,22,67,25,720,False
Laptop,55,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,56,22,67,25,720,False
Laptop,54,22,66,25,720,False
Laptop,53,22,67,25,720,False
Laptop,54,22,67,25,720,False
Laptop,55,22,67,25,720,False
Laptop,53,22,66,25,720,False
Laptop,55,22,67,25,720,False
Laptop,55,22,66,25,720,False
Laptop,53,22,66,25,720,False
Laptop,56,22,67,25,720,False
Laptop,52,22,67,25,720,False
Laptop,55,22,67,25,720,False
Laptop,54,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,54,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,55,22,67,25,720,False
Laptop,54,22,68,25,720,False
Laptop,54,22,75,25,720,False
Laptop,52,22,70,25,720,False
Laptop,57,22,67,25,720,False
Laptop,54,22,70,25,720,False
Laptop,54,22,70,25,720,False
Laptop,57,22,71,25,720,False
Laptop,53,22,71,25,720,False
Laptop,54,22,67,25,720,False
Laptop,55,22,68,25,720,False
Laptop,54,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,55,22,68,25,720,False
Laptop,53,22,67,25,720,False
Laptop,54,22,69,25,720,False
Laptop,56,22,67,25,720,False
Laptop,54,22,67,25,720,False
Laptop,55,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,56,22,64,25,720,False
Laptop,52,22,67,25,720,False
Laptop,56,22,67,25,720,False
Laptop,55,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,55,22,67,25,720,False
Laptop,54,22,67,25,720,False
Laptop,55,22,67,25,720,False
Laptop,55,22,67,25,720,False
Laptop,53,22,70,25,720,False
Laptop,53,22,66,25,720,False
Laptop,56,22,67,25,720,False
Laptop,54,22,66,25,720,False
Laptop,52,22,66,25,720,False
Laptop,55,22,67,25,720,False
Laptop,56,22,67,25,720,False
Laptop,51,22,67,25,720,False
Laptop,56,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,54,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,54,22,67,25,720,False
Laptop,55,22,68,25,720,False
Laptop,53,22,67,25,720,False
Laptop,55,22,67,25,720,False
Laptop,55,22,67,25,720,False
Laptop,52,22,67,25,720,False
Laptop,56,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,54,22,69,25,720,False
Laptop,53,22,71,25,720,False
Laptop,54,22,71,25,720,False
Laptop,52,22,71,25,720,False
Laptop,53,22,68,25,720,False
Laptop,56,22,67,25,720,False
Laptop,52,22,68,25,720,False
Laptop,54,22,68,25,720,False
Laptop,56,22,67,25,720,False
Laptop,54,22,68,25,720,False
Laptop,54,22,67,25,720,False
Laptop,54,22,68,25,720,False
Laptop,55,22,68,25,720,False
Laptop,54,22,65,25,720,False
Laptop,54,22,65,25,720,False
Laptop,53,22,67,25,720,False
Laptop,55,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,56,22,68,25,720,False
Laptop,54,22,67,25,720,False
Laptop,55,22,64,25,720,False
Laptop,54,22,67,25,720,False
Laptop,54,22,67,25,720,False
Laptop,56,22,64,25,720,False
Laptop,56,22,68,25,720,False
Laptop,52,22,69,25,720,False
Laptop,53,22,68,25,720,False
Laptop,54,22,68,25,720,False
Laptop,53,22,65,25,720,False
Laptop,53,22,67,25,720,False
Laptop,54,22,65,25,720,False
Laptop,54,22,67,25,720,False
Laptop,54,22,67,25,720,False
Laptop,54,22,66,25,720,False
Laptop,54,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,55,22,68,25,720,False
Laptop,53,22,67,25,720,False
Laptop,55,22,66,25,720,False
Laptop,53,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,52,22,67,25,720,False
Laptop,54,22,68,25,720,False
Laptop,53,22,67,25,720,False
Laptop,53,22,66,25,720,False
Laptop,54,22,67,25,720,False
Laptop,54,22,68,25,720,False
Laptop,54,22,67,25,720,False
Laptop,54,22,67,25,720,False
Laptop,52,22,67,25,720,False
Laptop,55,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,53,22,67,25,720,False
Laptop,52,22,67,25,720,False
Laptop,55,22,68,25,720,False
Laptop,51,22,67,25,720,False
Laptop,56,22,64,25,720,False
Laptop,55,22,64,25,720,False
Laptop,53,22,64,25,720,False
Laptop,56,22,64,25,720,False
Laptop,55,22,65,25,720,False
Laptop,54,22,65,25,720,False
Laptop,56,22,64,25,720,False
Laptop,55,22,66,25,720,False
Laptop,53,22,67,25,720,False
Laptop,55,22,68,25,720,False
Laptop,53,22,68,25,720,False
Laptop,54,22,67,25,720,False
Laptop,53,22,69,25,720,False
Laptop,53,22,68,25,720,False
Laptop,54,22,68,25,720,False
Laptop,54,22,69,25,720,False
Laptop,53,22,68,25,720,False
Laptop,52,22,69,25,720,False
Laptop,54,22,70,25,720,False
Laptop,55,22,68,25,720,False
Laptop,54,22,67,25,720,False
Laptop,54,22,69,25,720,False
Laptop,53,22,67,25,720,False
Laptop,54,22,68,25,720,False
Laptop,55,22,68,25,720,False
Laptop,52,22,68,25,720,False
Laptop,53,22,68,25,720,False
Laptop,56,22,68,25,720,False
Laptop,52,22,67,25,720,False
Laptop,54,22,67,25,720,False
Laptop,55,22,69,25,720,False
Laptop,53,22,70,25,720,False
Laptop,54,22,74,25,720,False
Laptop,54,22,73,25,720,False
Laptop,53,22,72,25,720,False
Laptop,55,22,72,25,720,False
Laptop,54,22,74,25,720,False
Laptop,52,22,70,25,720,False
Laptop,53,22,70,25,720,False
Laptop,53,22,68,25,720,False
Laptop,54,22,68,25,720,False
Laptop,54,22,68,25,720,False
Laptop,54,22,69,25,720,False
Laptop,53,22,68,25,720,False
Laptop,53,22,67,25,720,False
Laptop,55,22,69,25,720,False
Laptop,52,22,68,25,720,False
Laptop,53,22,68,25,720,False
Laptop,56,22,69,25,720,False
Laptop,55,22,68,25,720,False
Laptop,50,22,68,25,720,False
Laptop,54,22,69,25,720,False
Laptop,54,22,68,25,720,False
Laptop,53,22,68,25,720,False
Laptop,53,22,69,25,720,False
Laptop,52,22,68,25,720,False
Laptop,54,22,69,25,720,False
Laptop,54,22,69,25,720,False
Laptop,53,22,68,25,720,False
Laptop,54,22,68,25,720,False
Laptop,53,22,68,25,720,False
Laptop,53,22,69,25,720,False
Laptop,53,22,68,25,720,False
Laptop,54,22,69,25,720,False
Laptop,54,22,68,25,720,False
Laptop,52,22,68,25,720,False
Laptop,54,22,68,25,720,False
Laptop,53,22,68,25,720,False
Laptop,54,22,67,25,720,False
Laptop,52,22,68,25,720,False
Laptop,54,22,68,25,720,False
Laptop,53,22,68,25,720,False
Laptop,54,22,68,25,720,False
Laptop,55,22,68,25,720,False
Laptop,54,22,68,25,720,False
Laptop,54,22,68,25,720,False
Laptop,55,22,68,25,720,False
Laptop,54,22,68,25,720,False
Laptop,54,22,69,25,720,False
Laptop,54,22,69,25,720,False
Laptop,53,22,68,25,720,False
Laptop,55,22,69,25,720,False
Laptop,55,22,67,25,720,False
Laptop,52,22,68,25,720,False
Laptop,55,22,68,25,720,False
Laptop,55,22,68,25,720,False
Laptop,52,22,68,25,720,False
Laptop,53,22,69,25,720,False
Laptop,53,22,68,25,720,False
Laptop,54,22,69,25,720,False
Laptop,56,22,69,25,720,False
Laptop,55,22,68,25,720,False
Laptop,50,22,68,25,720,False
Laptop,54,22,70,25,720,False
Laptop,53,22,70,25,720,False
Laptop,53,22,69,25,720,False
Laptop,55,22,69,25,720,False
Laptop,55,22,69,25,720,False
Laptop,53,22,69,25,720,False
Laptop,55,22,69,25,720,False
Laptop,51,22,68,25,720,False
Laptop,53,22,69,25,720,False
Laptop,54,22,70,25,720,False
Laptop,53,22,68,25,720,False
Laptop,53,22,69,25,720,False
Laptop,55,22,70,25,720,False
Laptop,54,22,69,25,720,False
Laptop,53,22,69,25,720,False
Laptop,55,22,69,25,720,False
Laptop,54,22,68,25,720,False
Laptop,52,22,68,25,720,False
Laptop,53,22,69,25,720,False
Laptop,54,22,68,25,720,False
Laptop,54,22,69,25,720,False
Laptop,56,22,69,25,720,False
Laptop,56,22,76,25,720,False
Laptop,54,22,69,25,720,False
Laptop,55,22,69,25,720,False
Laptop,54,22,68,25,720,False
Laptop,54,22,69,25,720,False
Laptop,57,22,69,25,720,False
Laptop,55,22,69,25,720,False
Laptop,53,22,73,25,720,False
Laptop,53,22,69,25,720,False
Laptop,51,22,68,25,720,False
Laptop,51,22,69,25,720,False
Laptop,53,22,69,25,720,False
Laptop,52,22,69,25,720,False
Laptop,53,22,68,25,720,False
Laptop,54,22,69,25,720,False
Laptop,53,22,69,25,720,False
Laptop,51,22,68,25,720,False
Laptop,53,22,69,25,720,False
Laptop,53,22,69,25,720,False
Laptop,52,22,68,25,720,False
Laptop,55,22,70,25,720,False
Laptop,53,22,69,25,720,False
Laptop,52,22,69,25,720,False
Laptop,65,23,64,30,720,False
Laptop,54,22,68,30,720,False
Laptop,55,22,67,30,720,False
Laptop,56,22,68,30,720,False
Laptop,54,22,71,30,720,False
Laptop,54,22,67,30,720,False
Laptop,54,22,67,30,720,False
Laptop,54,22,68,30,720,False
Laptop,53,22,70,30,720,False
Laptop,54,22,71,30,720,False
Laptop,53,22,70,30,720,False
Laptop,52,22,67,30,720,False
Laptop,55,22,67,30,720,False
Laptop,53,22,67,30,720,False
Laptop,53,22,67,30,720,False
Laptop,55,22,67,30,720,False
Laptop,54,22,68,30,720,False
Laptop,51,22,67,30,720,False
Laptop,56,22,67,30,720,False
Laptop,53,22,67,30,720,False
Laptop,53,22,67,30,720,False
Laptop,54,22,67,30,720,False
Laptop,53,22,67,30,720,False
Laptop,53,22,67,30,720,False
Laptop,54,22,67,30,720,False
Laptop,54,22,69,30,720,False
Laptop,53,22,71,30,720,False
Laptop,54,22,71,30,720,False
Laptop,54,22,71,30,720,False
Laptop,53,22,71,30,720,False
Laptop,55,22,70,30,720,False
Laptop,52,22,70,30,720,False
Laptop,53,22,70,30,720,False
Laptop,55,22,70,30,720,False
Laptop,52,22,70,30,720,False
Laptop,53,22,70,30,720,False
Laptop,56,22,70,30,720,False
Laptop,52,22,70,30,720,False
Laptop,53,22,70,30,720,False
Laptop,55,22,71,30,720,False
Laptop,54,22,70,30,720,False
Laptop,54,22,71,30,720,False
Laptop,53,22,71,30,720,False
Laptop,56,22,64,30,720,False
Laptop,53,22,63,30,720,False
Laptop,55,22,64,30,720,False
Laptop,55,22,64,30,720,False
Laptop,52,22,64,30,720,False
Laptop,56,22,63,30,720,False
Laptop,54,22,67,30,720,False
Laptop,53,22,66,30,720,False
Laptop,55,22,67,30,720,False
Laptop,55,22,67,30,720,False
Laptop,53,22,67,30,720,False
Laptop,55,22,67,30,720,False
Laptop,54,22,67,30,720,False
Laptop,52,22,67,30,720,False
Laptop,54,22,68,30,720,False
Laptop,54,22,67,30,720,False
Laptop,54,22,67,30,720,False
Laptop,55,22,67,30,720,False
Laptop,54,22,68,30,720,False
Laptop,53,22,67,30,720,False
Laptop,54,22,67,30,720,False
Laptop,54,22,67,30,720,False
Laptop,52,22,67,30,720,False
Laptop,57,22,67,30,720,False
Laptop,53,22,67,30,720,False
Laptop,53,22,67,30,720,False
Laptop,54,22,68,30,720,False
Laptop,53,22,68,30,720,False
Laptop,54,22,67,30,720,False
Laptop,53,22,67,30,720,False
Laptop,54,22,67,30,720,False
Laptop,52,22,67,30,720,False
Laptop,55,22,67,30,720,False
Laptop,54,22,66,30,720,False
Laptop,53,22,67,30,720,False
Laptop,55,22,67,30,720,False
Laptop,54,22,67,30,720,False
Laptop,52,22,67,30,720,False
Laptop,55,22,67,30,720,False
Laptop,53,22,68,30,720,False
Laptop,53,22,71,30,720,False
Laptop,55,22,71,30,720,False
Laptop,53,22,71,30,720,False
Laptop,55,22,71,30,720,False
Laptop,53,22,71,30,720,False
Laptop,54,22,71,30,720,False
Laptop,53,22,71,30,720,False
Laptop,56,22,68,30,720,False
Laptop,54,22,68,30,720,False
Laptop,52,22,67,30,720,False
Laptop,56,22,69,30,720,False
Laptop,54,22,68,30,720,False
Laptop,53,22,68,30,720,False
Laptop,53,22,68,30,720,False
Laptop,54,22,67,30,720,False
Laptop,54,22,68,30,720,False
Laptop,53,22,72,30,720,False
Laptop,53,22,71,30,720,False
Laptop,53,22,71,30,720,False
Laptop,55,22,71,30,720,False
Laptop,52,22,68,30,720,False
Laptop,54,22,67,30,720,False
Laptop,55,22,68,30,720,False
Laptop,54,22,68,30,720,False
Laptop,53,22,67,30,720,False
Laptop,55,22,68,30,720,False
Laptop,55,22,68,30,720,False
Laptop,54,22,68,30,720,False
Laptop,56,22,68,30,720,False
Laptop,53,22,67,30,720,False
Laptop,53,22,68,30,720,False
Laptop,55,22,68,30,720,False
Laptop,51,22,67,30,720,False
Laptop,54,22,68,30,720,False
Laptop,55,22,69,30,720,False
Laptop,53,22,71,30,720,False
Laptop,53,22,71,30,720,False
Laptop,54,22,71,30,720,False
Laptop,53,22,71,30,720,False
Laptop,54,22,71,30,720,False
Laptop,53,22,68,30,720,False
Laptop,53,22,68,30,720,False
Laptop,54,22,68,30,720,False
Laptop,56,22,68,30,720,False
Laptop,52,22,68,30,720,False
Laptop,54,22,68,30,720,False
Laptop,56,22,68,30,720,False
Laptop,52,22,67,30,720,False
Laptop,54,22,68,30,720,False
Laptop,58,22,68,30,720,False
Laptop,52,22,68,30,720,False
Laptop,52,22,68,30,720,False
Laptop,56,22,68,30,720,False
Laptop,54,22,69,30,720,False
Laptop,53,22,71,30,720,False
Laptop,55,22,71,30,720,False
Laptop,56,22,72,30,720,False
Laptop,52,22,71,30,720,False
Laptop,55,22,71,30,720,False
Laptop,53,22,71,30,720,False
Laptop,54,22,71,30,720,False
Laptop,53,22,71,30,720,False
Laptop,55,22,71,30,720,False
Laptop,52,22,71,30,720,False
Laptop,55,22,71,30,720,False
Laptop,53,22,71,30,720,False
Laptop,53,22,71,30,720,False
Laptop,54,22,71,30,720,False
Laptop,53,22,71,30,720,False
Laptop,53,22,71,30,720,False
Laptop,61,23,72,30,720,False
Laptop,55,22,72,30,720,False
Laptop,54,22,68,30,720,False
Laptop,53,22,68,30,720,False
Laptop,54,22,68,30,720,False
Laptop,54,22,68,30,720,False
Laptop,54,22,69,30,720,False
Laptop,54,22,68,30,720,False
Laptop,53,22,68,30,720,False
Laptop,55,22,68,30,720,False
Laptop,53,22,68,30,720,False
Laptop,52,22,68,30,720,False
Laptop,56,22,68,30,720,False
Laptop,54,22,68,30,720,False
Laptop,51,22,68,30,720,False
Laptop,55,22,69,30,720,False
Laptop,53,22,68,30,720,False
Laptop,54,22,69,30,720,False
Laptop,52,22,72,30,720,False
Laptop,53,22,71,30,720,False
Laptop,53,22,71,30,720,False
Laptop,55,22,69,30,720,False
Laptop,53,22,68,30,720,False
Laptop,53,22,67,30,720,False
Laptop,53,22,68,30,720,False
Laptop,53,22,68,30,720,False
Laptop,53,22,68,30,720,False
Laptop,53,22,68,30,720,False
Laptop,55,22,68,30,720,False
Laptop,51,22,68,30,720,False
Laptop,55,22,68,30,720,False
Laptop,55,22,78,30,720,False
Laptop,56,22,63,30,720,False
Laptop,54,22,60,30,720,False
Laptop,55,22,60,30,720,False
Laptop,53,22,58,30,720,False
Laptop,51,22,57,30,720,False
Laptop,57,22,57,30,720,False
Laptop,55,22,55,30,720,False
Laptop,56,22,54,30,720,False
Laptop,54,22,54,30,720,False
Laptop,55,22,55,30,720,False
Laptop,54,22,54,30,720,False
Laptop,54,22,54,30,720,False
Laptop,54,22,53,30,720,False
Laptop,55,22,55,30,720,False
Laptop,53,22,55,30,720,False
Laptop,54,22,54,30,720,False
Laptop,53,22,54,30,720,False
Laptop,53,22,52,30,720,False
Laptop,54,22,54,30,720,False
Laptop,54,22,55,30,720,False
Laptop,52,22,55,30,720,False
Laptop,55,22,55,30,720,False
Laptop,52,22,54,30,720,False
Laptop,53,22,54,30,720,False
Laptop,54,22,55,30,720,False
Laptop,54,22,55,30,720,False
Laptop,53,22,55,30,720,False
Laptop,55,22,54,30,720,False
Laptop,53,22,54,30,720,False
Laptop,55,22,55,30,720,False
Laptop,54,22,54,30,720,False
Laptop,54,22,55,30,720,False
Laptop,53,22,54,30,720,False
Laptop,56,22,55,30,720,False
Laptop,55,22,56,30,720,False
Laptop,52,22,54,30,720,False
Laptop,53,22,54,30,720,False
Laptop,55,22,55,30,720,False
Laptop,54,22,56,30,720,False
Laptop,54,22,54,30,720,False
Laptop,51,22,54,30,720,False
Laptop,57,22,53,30,720,False
Laptop,55,22,53,30,720,False
Laptop,52,22,53,30,720,False
Laptop,56,22,52,30,720,False
Laptop,54,22,51,30,720,False
Laptop,55,22,55,30,720,False
Laptop,54,22,52,30,720,False
Laptop,53,22,53,30,720,False
Laptop,54,22,53,30,720,False
Laptop,56,22,57,30,720,False
Laptop,53,22,56,30,720,False
Laptop,56,22,56,30,720,False
Laptop,57,22,56,30,720,False
Laptop,53,22,55,30,720,False
Laptop,54,22,55,30,720,False
Laptop,55,22,55,30,720,False
Laptop,57,22,55,30,720,False
Laptop,52,22,56,30,720,False
Laptop,54,22,55,30,720,False
Laptop,54,22,55,30,720,False
Laptop,56,22,55,30,720,False
Laptop,55,22,55,30,720,False
Laptop,52,22,55,30,720,False
Laptop,52,22,55,30,720,False
Laptop,52,22,55,30,720,False
Laptop,52,22,55,30,720,False
Laptop,55,22,55,30,720,False
Laptop,55,22,55,30,720,False
Laptop,56,22,56,30,720,False
Laptop,53,22,55,30,720,False
Laptop,52,22,55,30,720,False
Laptop,52,22,55,30,720,False
Laptop,54,22,55,30,720,False
Laptop,55,22,56,30,720,False
Laptop,51,22,55,30,720,False
Laptop,53,22,54,30,720,False
Laptop,54,22,55,30,720,False
Laptop,52,22,55,30,720,False
Laptop,53,22,55,30,720,False
Laptop,55,22,54,30,720,False
Laptop,58,22,55,30,720,False
Laptop,52,22,56,30,720,False
Laptop,52,22,55,30,720,False
Laptop,55,22,55,30,720,False
Laptop,55,22,56,30,720,False
Laptop,53,22,56,30,720,False
Laptop,55,22,55,30,720,False
Laptop,52,22,55,30,720,False
Laptop,54,22,56,30,720,False
Laptop,55,22,56,30,720,False
Laptop,51,22,55,30,720,False
Laptop,52,22,55,30,720,False
Laptop,53,22,57,30,720,False
Laptop,56,22,56,30,720,False
Laptop,52,22,55,30,720,False
Laptop,53,22,55,30,720,False
Laptop,56,22,56,30,720,False
Laptop,52,22,55,30,720,False
Laptop,53,22,54,30,720,False
Laptop,51,22,55,30,720,False
Laptop,55,22,55,30,720,False
Laptop,53,22,56,30,720,False
Laptop,54,22,55,30,720,False
Laptop,52,22,54,30,720,False
Laptop,55,22,56,30,720,False
Laptop,69,23,45,35,720,False
Laptop,54,22,47,35,720,False
Laptop,57,22,46,35,720,False
Laptop,53,22,47,35,720,False
Laptop,54,22,47,35,720,False
Laptop,55,22,47,35,720,False
Laptop,56,22,46,35,720,False
Laptop,64,23,47,35,720,False
Laptop,55,22,47,35,720,False
Laptop,53,22,47,35,720,False
Laptop,54,22,47,35,720,False
Laptop,57,22,47,35,720,False
Laptop,54,22,47,35,720,False
Laptop,53,22,47,35,720,False
Laptop,54,22,47,35,720,False
Laptop,56,22,47,35,720,False
Laptop,53,22,47,35,720,False
Laptop,54,22,47,35,720,False
Laptop,55,22,47,35,720,False
Laptop,56,22,47,35,720,False
Laptop,53,22,47,35,720,False
Laptop,54,22,47,35,720,False
Laptop,58,22,47,35,720,False
Laptop,57,22,47,35,720,False
Laptop,56,22,47,35,720,False
Laptop,54,22,47,35,720,False
Laptop,56,22,47,35,720,False
Laptop,57,22,47,35,720,False
Laptop,53,22,47,35,720,False
Laptop,54,22,47,35,720,False
Laptop,53,22,47,35,720,False
Laptop,56,22,47,35,720,False
Laptop,53,22,47,35,720,False
Laptop,54,22,47,35,720,False
Laptop,54,22,47,35,720,False
Laptop,56,22,47,35,720,False
Laptop,54,22,47,35,720,False
Laptop,54,22,47,35,720,False
Laptop,56,22,48,35,720,False
Laptop,57,22,49,35,720,False
Laptop,56,22,49,35,720,False
Laptop,60,22,50,35,720,False
Laptop,61,23,50,35,720,False
Laptop,56,22,50,35,720,False
Laptop,57,22,50,35,720,False
Laptop,51,22,49,35,720,False
Laptop,57,22,49,35,720,False
Laptop,54,22,50,35,720,False
Laptop,55,22,49,35,720,False
Laptop,55,22,49,35,720,False
Laptop,57,22,48,35,720,False
Laptop,59,22,49,35,720,False
Laptop,57,22,49,35,720,False
Laptop,58,22,49,35,720,False
Laptop,60,22,49,35,720,False
Laptop,58,22,50,35,720,False
Laptop,56,22,50,35,720,False
Laptop,53,22,49,35,720,False
Laptop,56,22,47,35,720,False
Laptop,60,22,49,35,720,False
Laptop,54,22,48,35,720,False
Laptop,57,22,48,35,720,False
Laptop,57,22,48,35,720,False
Laptop,57,22,49,35,720,False
Laptop,56,22,49,35,720,False
Laptop,55,22,48,35,720,False
Laptop,58,22,48,35,720,False
Laptop,59,22,51,35,720,False
Laptop,55,22,48,35,720,False
Laptop,54,22,48,35,720,False
Laptop,56,22,48,35,720,False
Laptop,60,22,49,35,720,False
Laptop,56,22,49,35,720,False
Laptop,58,22,48,35,720,False
Laptop,60,23,49,35,720,False
Laptop,59,22,50,35,720,False
Laptop,58,22,50,35,720,False
Laptop,57,22,49,35,720,False
Laptop,59,22,50,35,720,False
Laptop,61,23,50,35,720,False
Laptop,57,22,49,35,720,False
Laptop,55,22,50,35,720,False
Laptop,58,22,49,35,720,False
Laptop,54,22,49,35,720,False
Laptop,59,22,49,35,720,False
Laptop,56,22,48,35,720,False
Laptop,56,22,48,35,720,False
Laptop,58,22,49,35,720,False
Laptop,62,23,50,35,720,False
Laptop,57,22,50,35,720,False
Laptop,56,22,49,35,720,False
Laptop,62,23,49,35,720,False
Laptop,57,22,50,35,720,False
Laptop,55,22,48,35,720,False
Laptop,62,23,49,35,720,False
Laptop,64,23,51,35,720,False
Laptop,62,23,50,35,720,False
Laptop,58,22,50,35,720,False
Laptop,57,22,49,35,720,False
Laptop,57,22,50,35,720,False
Laptop,56,22,49,35,720,False
Laptop,54,22,50,35,720,False
Laptop,54,22,47,35,720,False
Laptop,56,22,49,35,720,False
Laptop,57,22,48,35,720,False
Laptop,56,22,48,35,720,False
