delta,isentropic,data_size,fig_size,device_type,cpu,memory,consumption,timestamp,gpu
337,296,20,20,Laptop,9,33,19,2024-03-21 15:22:35.174042,0
349,296,20,20,Laptop,10,33,19,2024-03-21 15:22:38.673962,0
327,296,20,20,Laptop,9,33,19,2024-03-21 15:22:41.948656,0
316,296,20,50,Laptop,8,34,19,2024-03-21 15:22:45.116625,0
335,296,20,50,Laptop,10,34,19,2024-03-21 15:22:48.474629,0
308,296,20,50,Laptop,8,34,19,2024-03-21 15:22:51.558272,0
336,296,20,50,Laptop,9,35,19,2024-03-21 15:22:54.918995,0
310,296,20,50,Laptop,8,35,19,2024-03-21 15:22:58.027350,0
395,296,20,50,Laptop,17,36,19,2024-03-21 15:23:01.979588,0
322,296,20,50,Laptop,7,34,19,2024-03-21 15:23:05.201196,0
298,296,20,50,Laptop,7,34,19,2024-03-21 15:23:08.184193,0
392,296,20,50,Laptop,18,35,20,2024-03-21 15:23:12.109415,0
423,296,20,50,Laptop,13,35,19,2024-03-21 15:23:16.342187,0
298,296,20,80,Laptop,7,36,19,2024-03-21 15:23:19.328415,0
299,296,20,80,Laptop,7,37,19,2024-03-21 15:23:22.324309,0
296,296,20,80,Laptop,7,37,19,2024-03-21 15:23:25.290143,0
297,296,20,80,Laptop,7,38,19,2024-03-21 15:23:28.262833,0
315,296,20,80,Laptop,7,39,19,2024-03-21 15:23:31.414606,0
320,296,20,80,Laptop,7,35,19,2024-03-21 15:23:34.620000,0
300,296,20,80,Laptop,7,35,19,2024-03-21 15:23:37.623245,0
307,296,20,80,Laptop,7,36,19,2024-03-21 15:23:40.693946,0
293,296,20,80,Laptop,7,37,19,2024-03-21 15:23:43.633870,0
299,296,20,80,Laptop,7,38,19,2024-03-21 15:23:46.627648,0
290,296,30,1,Laptop,7,38,19,2024-03-21 15:23:49.528759,0
320,296,30,1,Laptop,9,38,19,2024-03-21 15:23:52.738221,0
352,296,30,1,Laptop,11,38,19,2024-03-21 15:23:56.261346,0
417,296,30,1,Laptop,13,38,19,2024-03-21 15:24:00.437649,0
293,296,30,1,Laptop,7,38,19,2024-03-21 15:24:03.378032,0
286,296,30,1,Laptop,7,38,19,2024-03-21 15:24:06.245866,0
284,296,30,1,Laptop,7,38,19,2024-03-21 15:24:09.087510,0
297,296,30,1,Laptop,7,34,19,2024-03-21 15:24:12.064182,0
290,296,30,1,Laptop,7,34,19,2024-03-21 15:24:14.969778,0
277,296,30,1,Laptop,7,34,19,2024-03-21 15:24:17.747771,0
282,296,30,10,Laptop,7,34,19,2024-03-21 15:24:20.572665,0
283,296,30,10,Laptop,6,34,19,2024-03-21 15:24:23.410917,0
283,296,30,10,Laptop,7,34,19,2024-03-21 15:24:26.243322,0
283,296,30,10,Laptop,7,34,19,2024-03-21 15:24:29.082236,0
280,296,30,10,Laptop,7,34,19,2024-03-21 15:24:31.884093,0
284,296,30,10,Laptop,7,34,19,2024-03-21 15:24:34.725042,0
278,296,30,10,Laptop,7,34,19,2024-03-21 15:24:37.512455,0
284,296,30,10,Laptop,7,34,19,2024-03-21 15:24:40.354083,0
288,296,30,10,Laptop,7,34,19,2024-03-21 15:24:43.240369,0
291,296,30,10,Laptop,7,34,19,2024-03-21 15:24:46.156824,0
279,296,30,20,Laptop,7,34,19,2024-03-21 15:24:48.950914,0
279,296,30,20,Laptop,7,34,19,2024-03-21 15:24:51.749514,0
286,296,30,20,Laptop,7,34,19,2024-03-21 15:24:54.612195,0
281,296,30,20,Laptop,7,34,19,2024-03-21 15:24:57.426381,0
283,296,30,20,Laptop,6,34,19,2024-03-21 15:25:00.260272,0
282,296,30,20,Laptop,7,34,19,2024-03-21 15:25:03.089105,0
284,296,30,20,Laptop,7,34,19,2024-03-21 15:25:05.938062,0
286,296,30,20,Laptop,7,34,19,2024-03-21 15:25:08.804817,0
283,296,30,20,Laptop,6,34,19,2024-03-21 15:25:11.638796,0
288,296,30,20,Laptop,7,34,19,2024-03-21 15:25:14.528119,0
305,296,30,50,Laptop,6,34,19,2024-03-21 15:25:17.579370,0
287,296,30,50,Laptop,7,34,19,2024-03-21 15:25:20.459428,0
289,296,30,50,Laptop,7,35,19,2024-03-21 15:25:23.352857,0
287,296,30,50,Laptop,7,35,19,2024-03-21 15:25:26.230313,0
285,296,30,50,Laptop,7,35,19,2024-03-21 15:25:29.089917,0
284,296,30,50,Laptop,7,36,19,2024-03-21 15:25:31.938056,0
288,296,30,50,Laptop,7,36,19,2024-03-21 15:25:34.827251,0
284,296,30,50,Laptop,7,36,19,2024-03-21 15:25:37.672490,0
292,296,30,50,Laptop,7,36,19,2024-03-21 15:25:40.596097,0
302,296,30,50,Laptop,6,34,19,2024-03-21 15:25:43.622746,0
312,296,30,80,Laptop,7,35,19,2024-03-21 15:25:46.751312,0
295,296,30,80,Laptop,7,36,19,2024-03-21 15:25:49.705658,0
291,296,30,80,Laptop,6,36,19,2024-03-21 15:25:52.624208,0
293,296,30,80,Laptop,7,37,19,2024-03-21 15:25:55.555103,0
290,296,30,80,Laptop,7,38,19,2024-03-21 15:25:58.457671,0
292,296,30,80,Laptop,7,39,19,2024-03-21 15:26:01.385473,0
293,296,30,80,Laptop,6,39,19,2024-03-21 15:26:04.319757,0
292,296,30,80,Laptop,7,40,19,2024-03-21 15:26:07.244307,0
316,296,30,80,Laptop,7,35,19,2024-03-21 15:26:10.411941,0
298,296,30,80,Laptop,7,35,19,2024-03-21 15:26:13.392732,0
33,300,5,1,Laptop,6,35,19,2024-03-21 15:26:13.792266,0
33,300,5,1,Laptop,6,35,19,2024-03-21 15:26:14.126981,0
33,300,5,1,Laptop,6,35,19,2024-03-21 15:26:14.461421,0
34,300,5,1,Laptop,6,35,19,2024-03-21 15:26:14.804319,0
34,300,5,1,Laptop,6,35,19,2024-03-21 15:26:15.150256,0
34,300,5,1,Laptop,6,35,19,2024-03-21 15:26:15.493571,0
33,300,5,1,Laptop,6,35,19,2024-03-21 15:26:15.831932,0
34,300,5,1,Laptop,6,35,19,2024-03-21 15:26:16.172813,0
34,300,5,1,Laptop,6,35,19,2024-03-21 15:26:16.514799,0
34,300,5,1,Laptop,6,35,19,2024-03-21 15:26:16.860210,0
36,300,5,10,Laptop,10,35,19,2024-03-21 15:26:17.222406,0
38,300,5,10,Laptop,10,35,19,2024-03-21 15:26:17.609002,0
39,300,5,10,Laptop,10,35,19,2024-03-21 15:26:18.003979,0
39,300,5,10,Laptop,9,35,19,2024-03-21 15:26:18.398252,0
39,300,5,10,Laptop,10,35,19,2024-03-21 15:26:18.797790,0
40,300,5,10,Laptop,10,35,19,2024-03-21 15:26:19.198570,0
40,300,5,10,Laptop,10,35,19,2024-03-21 15:26:19.600283,0
39,300,5,10,Laptop,9,35,19,2024-03-21 15:26:19.994891,0
40,300,5,10,Laptop,10,35,19,2024-03-21 15:26:20.398226,0
40,300,5,10,Laptop,9,35,19,2024-03-21 15:26:20.808001,0
40,300,5,20,Laptop,9,35,19,2024-03-21 15:26:21.214590,0
40,300,5,20,Laptop,9,35,19,2024-03-21 15:26:21.620283,0
39,300,5,20,Laptop,10,35,19,2024-03-21 15:26:22.015983,0
40,300,5,20,Laptop,10,35,19,2024-03-21 15:26:22.416669,0
40,300,5,20,Laptop,10,35,19,2024-03-21 15:26:22.822069,0
40,300,5,20,Laptop,10,35,19,2024-03-21 15:26:23.229976,0
40,300,5,20,Laptop,10,35,19,2024-03-21 15:26:23.631780,0
39,300,5,20,Laptop,9,35,19,2024-03-21 15:26:24.029548,0
41,300,5,20,Laptop,12,35,19,2024-03-21 15:26:24.444199,0
42,300,5,20,Laptop,9,35,19,2024-03-21 15:26:24.869106,0
45,300,5,50,Laptop,9,36,19,2024-03-21 15:26:25.325347,0
44,300,5,50,Laptop,9,36,19,2024-03-21 15:26:25.772840,0
43,300,5,50,Laptop,9,36,19,2024-03-21 15:26:26.211794,0
44,300,5,50,Laptop,9,36,19,2024-03-21 15:26:26.654780,0
44,300,5,50,Laptop,9,36,19,2024-03-21 15:26:27.104244,0
60,300,5,50,Laptop,8,34,19,2024-03-21 15:26:27.710232,0
43,300,5,50,Laptop,9,34,19,2024-03-21 15:26:28.145324,0
44,300,5,50,Laptop,9,35,19,2024-03-21 15:26:28.587668,0
44,300,5,50,Laptop,9,35,19,2024-03-21 15:26:29.028514,0
44,300,5,50,Laptop,9,35,19,2024-03-21 15:26:29.475452,0
50,300,5,80,Laptop,9,35,19,2024-03-21 15:26:29.982177,0
52,300,5,80,Laptop,11,36,19,2024-03-21 15:26:30.509295,0
50,300,5,80,Laptop,9,37,19,2024-03-21 15:26:31.019025,0
49,300,5,80,Laptop,9,38,19,2024-03-21 15:26:31.512201,0
48,300,5,80,Laptop,9,39,19,2024-03-21 15:26:31.999729,0
48,300,5,80,Laptop,9,39,19,2024-03-21 15:26:32.487508,0
49,300,5,80,Laptop,9,40,19,2024-03-21 15:26:32.978678,0
48,300,5,80,Laptop,9,41,19,2024-03-21 15:26:33.469122,0
50,300,5,80,Laptop,9,41,19,2024-03-21 15:26:33.971812,0
49,300,5,80,Laptop,9,41,19,2024-03-21 15:26:34.470515,0
91,300,10,1,Laptop,8,41,19,2024-03-21 15:26:35.382725,0
88,300,10,1,Laptop,8,41,19,2024-03-21 15:26:36.270340,0
88,300,10,1,Laptop,8,41,19,2024-03-21 15:26:37.153007,0
87,300,10,1,Laptop,8,41,19,2024-03-21 15:26:38.028659,0
88,300,10,1,Laptop,8,41,19,2024-03-21 15:26:38.911757,0
87,300,10,1,Laptop,7,41,19,2024-03-21 15:26:39.787996,0
88,300,10,1,Laptop,8,41,19,2024-03-21 15:26:40.670188,0
89,300,10,1,Laptop,8,41,19,2024-03-21 15:26:41.567567,0
88,300,10,1,Laptop,8,41,19,2024-03-21 15:26:42.457035,0
88,300,10,1,Laptop,8,41,19,2024-03-21 15:26:43.344787,0
90,300,10,10,Laptop,8,41,19,2024-03-21 15:26:44.251564,0
91,300,10,10,Laptop,8,41,19,2024-03-21 15:26:45.166032,0
112,300,10,10,Laptop,7,34,19,2024-03-21 15:26:46.290256,0
90,300,10,10,Laptop,8,34,19,2024-03-21 15:26:47.198575,0
92,300,10,10,Laptop,8,34,19,2024-03-21 15:26:48.122107,0
91,300,10,10,Laptop,7,34,19,2024-03-21 15:26:49.038344,0
91,300,10,10,Laptop,8,34,19,2024-03-21 15:26:49.949284,0
91,300,10,10,Laptop,8,34,19,2024-03-21 15:26:50.862554,0
91,300,10,10,Laptop,8,34,19,2024-03-21 15:26:51.777772,0
92,300,10,10,Laptop,8,34,19,2024-03-21 15:26:52.703157,0
94,300,10,20,Laptop,8,34,19,2024-03-21 15:26:53.648503,0
93,300,10,20,Laptop,8,34,19,2024-03-21 15:26:54.581480,0
93,300,10,20,Laptop,8,34,19,2024-03-21 15:26:55.513211,0
93,300,10,20,Laptop,8,34,19,2024-03-21 15:26:56.450687,0
93,300,10,20,Laptop,8,34,19,2024-03-21 15:26:57.390759,0
93,300,10,20,Laptop,8,34,19,2024-03-21 15:26:58.324660,0
93,300,10,20,Laptop,8,34,19,2024-03-21 15:26:59.256166,0
94,300,10,20,Laptop,8,34,19,2024-03-21 15:27:00.197864,0
95,300,10,20,Laptop,8,34,19,2024-03-21 15:27:01.153126,0
92,300,10,20,Laptop,8,34,19,2024-03-21 15:27:02.083434,0
97,300,10,50,Laptop,8,34,19,2024-03-21 15:27:03.062539,0
109,300,10,50,Laptop,7,34,19,2024-03-21 15:27:04.158005,0
96,300,10,50,Laptop,7,34,19,2024-03-21 15:27:05.119671,0
96,300,10,50,Laptop,8,35,19,2024-03-21 15:27:06.082232,0
96,300,10,50,Laptop,8,35,19,2024-03-21 15:27:07.052626,0
95,300,10,50,Laptop,8,35,19,2024-03-21 15:27:08.005100,0
96,300,10,50,Laptop,8,35,19,2024-03-21 15:27:08.969995,0
95,300,10,50,Laptop,8,36,19,2024-03-21 15:27:09.926241,0
95,300,10,50,Laptop,8,36,19,2024-03-21 15:27:10.880638,0
96,300,10,50,Laptop,8,36,19,2024-03-21 15:27:11.845241,0
101,300,10,80,Laptop,8,37,19,2024-03-21 15:27:12.864785,0
103,300,10,80,Laptop,7,38,19,2024-03-21 15:27:13.904430,0
101,300,10,80,Laptop,8,39,19,2024-03-21 15:27:14.924086,0
102,300,10,80,Laptop,7,39,19,2024-03-21 15:27:15.946648,0
103,300,10,80,Laptop,8,40,19,2024-03-21 15:27:16.978748,0
102,300,10,80,Laptop,8,41,19,2024-03-21 15:27:18.000548,0
102,300,10,80,Laptop,7,42,19,2024-03-21 15:27:19.022519,0
124,300,10,80,Laptop,7,34,19,2024-03-21 15:27:20.269618,0
104,300,10,80,Laptop,7,35,19,2024-03-21 15:27:21.317496,0
103,300,10,80,Laptop,8,36,19,2024-03-21 15:27:22.356298,0
262,300,20,1,Laptop,7,36,19,2024-03-21 15:27:24.981657,0
261,300,20,1,Laptop,7,36,19,2024-03-21 15:27:27.593304,0
263,300,20,1,Laptop,7,36,19,2024-03-21 15:27:30.224926,0
262,300,20,1,Laptop,7,36,19,2024-03-21 15:27:32.847552,0
260,300,20,1,Laptop,7,36,19,2024-03-21 15:27:35.456101,0
264,300,20,1,Laptop,7,36,19,2024-03-21 15:27:38.098934,0
260,300,20,1,Laptop,7,36,19,2024-03-21 15:27:40.707225,0
261,300,20,1,Laptop,7,36,19,2024-03-21 15:27:43.320828,0
267,300,20,1,Laptop,7,36,19,2024-03-21 15:27:45.996890,0
264,300,20,1,Laptop,7,36,19,2024-03-21 15:27:48.644200,0
267,300,20,10,Laptop,7,36,19,2024-03-21 15:27:51.318085,0
285,300,20,10,Laptop,7,34,19,2024-03-21 15:27:54.168954,0
268,300,20,10,Laptop,7,34,19,2024-03-21 15:27:56.852042,0
269,300,20,10,Laptop,7,34,19,2024-03-21 15:27:59.544424,0
273,300,20,10,Laptop,7,34,19,2024-03-21 15:28:02.279254,0
267,300,20,10,Laptop,7,34,19,2024-03-21 15:28:04.958851,0
285,300,20,10,Laptop,8,33,19,2024-03-21 15:28:07.816423,0
273,300,20,10,Laptop,7,33,19,2024-03-21 15:28:10.554717,0
272,300,20,10,Laptop,7,33,19,2024-03-21 15:28:13.280781,0
264,300,20,10,Laptop,7,33,19,2024-03-21 15:28:15.930919,0
267,300,20,20,Laptop,7,33,19,2024-03-21 15:28:18.601974,0
284,300,20,20,Laptop,8,33,19,2024-03-21 15:28:21.449007,0
288,300,20,20,Laptop,7,33,19,2024-03-21 15:28:24.334133,0
267,300,20,20,Laptop,7,33,19,2024-03-21 15:28:27.012304,0
265,300,20,20,Laptop,7,33,19,2024-03-21 15:28:29.672192,0
266,300,20,20,Laptop,7,33,19,2024-03-21 15:28:32.336627,0
267,300,20,20,Laptop,7,33,19,2024-03-21 15:28:35.012999,0
268,300,20,20,Laptop,7,33,19,2024-03-21 15:28:37.699861,0
271,300,20,20,Laptop,7,33,19,2024-03-21 15:28:40.419783,0
271,300,20,20,Laptop,7,33,19,2024-03-21 15:28:43.138272,0
279,300,20,50,Laptop,7,34,19,2024-03-21 15:28:45.930018,0
277,300,20,50,Laptop,7,34,19,2024-03-21 15:28:48.704535,0
278,300,20,50,Laptop,7,34,19,2024-03-21 15:28:51.488334,0
287,300,20,50,Laptop,7,33,19,2024-03-21 15:28:54.365074,0
273,300,20,50,Laptop,7,34,19,2024-03-21 15:28:57.100766,0
268,300,20,50,Laptop,7,34,19,2024-03-21 15:28:59.790071,0
272,300,20,50,Laptop,7,34,19,2024-03-21 15:29:02.519851,0
273,300,20,50,Laptop,7,34,19,2024-03-21 15:29:05.257755,0
273,300,20,50,Laptop,7,35,19,2024-03-21 15:29:07.996210,0
275,300,20,50,Laptop,7,35,19,2024-03-21 15:29:10.749351,0
282,300,20,80,Laptop,7,36,19,2024-03-21 15:29:13.576947,0
282,300,20,80,Laptop,7,37,19,2024-03-21 15:29:16.401720,0
281,300,20,80,Laptop,7,37,19,2024-03-21 15:29:19.221197,0
314,300,20,80,Laptop,8,34,19,2024-03-21 15:29:22.367844,0
287,300,20,80,Laptop,7,35,19,2024-03-21 15:29:25.241158,0
283,300,20,80,Laptop,6,35,19,2024-03-21 15:29:28.073558,0
286,300,20,80,Laptop,7,36,19,2024-03-21 15:29:30.936113,0
276,300,20,80,Laptop,7,37,19,2024-03-21 15:29:33.699307,0
274,300,20,80,Laptop,7,38,19,2024-03-21 15:29:36.444423,0
272,300,20,80,Laptop,7,38,19,2024-03-21 15:29:39.174857,0
273,300,30,1,Laptop,7,38,19,2024-03-21 15:29:41.909672,0
266,300,30,1,Laptop,7,38,19,2024-03-21 15:29:44.570397,0
264,300,30,1,Laptop,7,38,19,2024-03-21 15:29:47.220022,0
268,300,30,1,Laptop,7,38,19,2024-03-21 15:29:49.901002,0
285,300,30,1,Laptop,7,33,19,2024-03-21 15:29:52.759730,0
265,300,30,1,Laptop,7,33,19,2024-03-21 15:29:55.412747,0
262,300,30,1,Laptop,6,33,19,2024-03-21 15:29:58.040971,0
264,300,30,1,Laptop,7,33,19,2024-03-21 15:30:00.688635,0
265,300,30,1,Laptop,7,33,19,2024-03-21 15:30:03.346871,0
266,300,30,1,Laptop,7,33,19,2024-03-21 15:30:06.011865,0
272,300,30,10,Laptop,7,33,19,2024-03-21 15:30:08.733588,0
279,300,30,10,Laptop,7,33,19,2024-03-21 15:30:11.527057,0
276,300,30,10,Laptop,7,33,19,2024-03-21 15:30:14.292072,0
267,300,30,10,Laptop,7,33,19,2024-03-21 15:30:16.971676,0
266,300,30,10,Laptop,7,33,19,2024-03-21 15:30:19.633812,0
269,300,30,10,Laptop,7,33,19,2024-03-21 15:30:22.332866,0
274,300,30,10,Laptop,7,33,19,2024-03-21 15:30:25.082453,0
286,300,30,10,Laptop,7,33,19,2024-03-21 15:30:27.951324,0
271,300,30,10,Laptop,7,33,19,2024-03-21 15:30:30.669322,0
274,300,30,10,Laptop,7,33,19,2024-03-21 15:30:33.415352,0
273,300,30,20,Laptop,7,33,19,2024-03-21 15:30:36.149093,0
275,300,30,20,Laptop,7,33,19,2024-03-21 15:30:38.900885,0
276,300,30,20,Laptop,7,33,19,2024-03-21 15:30:41.661459,0
276,300,30,20,Laptop,7,33,19,2024-03-21 15:30:44.423419,0
275,300,30,20,Laptop,7,33,19,2024-03-21 15:30:47.178985,0
275,300,30,20,Laptop,7,33,19,2024-03-21 15:30:49.935343,0
273,300,30,20,Laptop,7,33,19,2024-03-21 15:30:52.669558,0
273,300,30,20,Laptop,7,33,19,2024-03-21 15:30:55.402914,0
287,300,30,20,Laptop,7,33,19,2024-03-21 15:30:58.275276,0
271,300,30,20,Laptop,7,33,19,2024-03-21 15:31:00.986898,0
276,300,30,50,Laptop,7,33,19,2024-03-21 15:31:03.756202,0
279,300,30,50,Laptop,7,34,19,2024-03-21 15:31:06.556667,0
281,300,30,50,Laptop,7,34,19,2024-03-21 15:31:09.369757,0
276,300,30,50,Laptop,7,34,19,2024-03-21 15:31:12.135622,0
281,300,30,50,Laptop,7,35,19,2024-03-21 15:31:14.952419,0
270,300,30,50,Laptop,7,35,19,2024-03-21 15:31:17.662399,0
275,300,30,50,Laptop,7,35,19,2024-03-21 15:31:20.417259,0
278,300,30,50,Laptop,7,36,19,2024-03-21 15:31:23.204509,0
278,300,30,50,Laptop,7,36,19,2024-03-21 15:31:25.994291,0
290,300,30,50,Laptop,7,33,19,2024-03-21 15:31:28.903472,0
295,300,30,80,Laptop,7,34,19,2024-03-21 15:31:31.857431,0
281,300,30,80,Laptop,7,35,19,2024-03-21 15:31:34.676975,0
277,300,30,80,Laptop,7,36,19,2024-03-21 15:31:37.454205,0
282,300,30,80,Laptop,7,36,19,2024-03-21 15:31:40.275576,0
286,300,30,80,Laptop,7,37,19,2024-03-21 15:31:43.136954,0
286,300,30,80,Laptop,7,38,19,2024-03-21 15:31:45.999868,0
284,300,30,80,Laptop,7,39,19,2024-03-21 15:31:48.850019,0
283,300,30,80,Laptop,7,39,19,2024-03-21 15:31:51.690084,0
280,300,30,80,Laptop,7,40,19,2024-03-21 15:31:54.500318,0
298,300,30,80,Laptop,7,34,19,2024-03-21 15:31:57.482394,0
109,350,30,1,Laptop,7,34,19,2024-03-21 15:31:59.066630,0
109,350,30,1,Laptop,7,34,19,2024-03-21 15:32:00.163055,0
112,350,30,1,Laptop,8,34,19,2024-03-21 15:32:01.288355,0
112,350,30,1,Laptop,7,34,19,2024-03-21 15:32:02.412424,0
111,350,30,1,Laptop,8,34,19,2024-03-21 15:32:03.528306,0
111,350,30,1,Laptop,7,34,19,2024-03-21 15:32:04.646792,0
109,350,30,1,Laptop,7,34,19,2024-03-21 15:32:05.743304,0
109,350,30,1,Laptop,7,34,19,2024-03-21 15:32:06.841037,0
111,350,30,1,Laptop,7,34,19,2024-03-21 15:32:07.957848,0
110,350,30,1,Laptop,7,34,19,2024-03-21 15:32:09.064275,0
110,350,30,10,Laptop,7,34,19,2024-03-21 15:32:10.168745,0
109,350,30,10,Laptop,7,34,19,2024-03-21 15:32:11.261412,0
111,350,30,10,Laptop,7,34,19,2024-03-21 15:32:12.378521,0
112,350,30,10,Laptop,8,34,19,2024-03-21 15:32:13.502980,0
111,350,30,10,Laptop,7,34,19,2024-03-21 15:32:14.613711,0
110,350,30,10,Laptop,8,34,19,2024-03-21 15:32:15.723192,0
110,350,30,10,Laptop,7,34,19,2024-03-21 15:32:16.825077,0
111,350,30,10,Laptop,7,34,19,2024-03-21 15:32:17.935566,0
124,350,30,10,Laptop,7,33,19,2024-03-21 15:32:19.184532,0
109,350,30,10,Laptop,7,33,19,2024-03-21 15:32:20.279757,0
112,350,30,20,Laptop,7,33,19,2024-03-21 15:32:21.401970,0
111,350,30,20,Laptop,7,33,19,2024-03-21 15:32:22.514308,0
112,350,30,20,Laptop,7,33,19,2024-03-21 15:32:23.642623,0
112,350,30,20,Laptop,8,33,19,2024-03-21 15:32:24.768770,0
112,350,30,20,Laptop,8,33,19,2024-03-21 15:32:25.897850,0
111,350,30,20,Laptop,7,33,19,2024-03-21 15:32:27.017629,0
110,350,30,20,Laptop,8,33,19,2024-03-21 15:32:28.125080,0
112,350,30,20,Laptop,7,33,19,2024-03-21 15:32:29.249964,0
111,350,30,20,Laptop,8,33,19,2024-03-21 15:32:30.364539,0
111,350,30,20,Laptop,7,33,19,2024-03-21 15:32:31.482334,0
113,350,30,50,Laptop,7,34,19,2024-03-21 15:32:32.617196,0
113,350,30,50,Laptop,7,34,19,2024-03-21 15:32:33.753398,0
114,350,30,50,Laptop,7,34,19,2024-03-21 15:32:34.894213,0
112,350,30,50,Laptop,7,34,19,2024-03-21 15:32:36.020362,0
114,350,30,50,Laptop,7,35,19,2024-03-21 15:32:37.162792,0
113,350,30,50,Laptop,7,35,19,2024-03-21 15:32:38.299156,0
128,350,30,50,Laptop,7,33,19,2024-03-21 15:32:39.586476,0
113,350,30,50,Laptop,7,34,19,2024-03-21 15:32:40.717503,0
112,350,30,50,Laptop,7,34,19,2024-03-21 15:32:41.842026,0
113,350,30,50,Laptop,7,34,19,2024-03-21 15:32:42.975746,0
119,350,30,80,Laptop,7,35,19,2024-03-21 15:32:44.166310,0
120,350,30,80,Laptop,7,36,19,2024-03-21 15:32:45.368445,0
116,350,30,80,Laptop,7,36,19,2024-03-21 15:32:46.538651,0
118,350,30,80,Laptop,7,37,19,2024-03-21 15:32:47.721395,0
118,350,30,80,Laptop,7,38,19,2024-03-21 15:32:48.903226,0
118,350,30,80,Laptop,7,39,19,2024-03-21 15:32:50.091494,0
118,350,30,80,Laptop,7,40,19,2024-03-21 15:32:51.280419,0
120,350,30,80,Laptop,7,40,19,2024-03-21 15:32:52.487587,0
117,350,30,80,Laptop,7,41,19,2024-03-21 15:32:53.666077,0
116,350,30,80,Laptop,7,42,19,2024-03-21 15:32:54.834800,0
